TempID,SiteID,Survey_Ref,Modern Name,Ancient Name,Local-Easting,Local-Northing,Easting-Long,Northing-Lat,SiteSize,PopulationEstimate,Regions-3,Regions-2,Region,GeologicType,SiteType,SiteFunction,BurialType,Reference,Period,Rainfall,Temperature,Elevation,Slope,Aspect,Cattle/km2,Goats/km2,Pigs/km2,Sheep/km2
11955,1164,ASI82-409,Horbat Bet 'Anava,,195487,645245,34.95105386,31.89988298,4,1000,Refugia,Judea,Shephelah,,Surface,Agricultural,No Burials,Shavit 2013,Late Bronze Age (undifferentiated),508,66.65000153,137,8.235314369,150.5241089,59.4466,1.52011,17.5292,28.6602
11956,1168,ASI82-480,Horbat Nekhes,,195987,643995,34.95636962,31.8886207,,,Refugia,Judea,Shephelah,,Surface,Unknown,Cist grave,Shavit 2013,Late Bronze Age (undifferentiated),508,66.47000122,162,3.658769608,9.86580658,56.7096,1.4139,16.4016,29.3792
11957,1175,ASI82-655,Tel Gezer (North/4),,192457,641145,34.91913752,31.86284067,,,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Shavit 2013,Late Bronze Age (undifferentiated),511,66.31999207,173,6.830681324,5.906141281,58.6756,1.2219,16.4887,25.8778
11958,1186,ASI82-704,Tel Gezer (Northwest/4),,192297,640915,34.91745325,31.86076269,0.1,25,Refugia,Judea,Shephelah,,Surface,Unknown,Tomb,Shavit 2013,Late Bronze Age (undifferentiated),511,66.31999207,182,5.313672066,283.6269836,58.6756,1.2219,16.4887,25.8778
11959,1188,ASI82-716,Ben-Nun (West/2),,194257,640875,34.93816481,31.860447,0.5,125,Refugia,Judea,Shephelah,,Surface,Unknown,No Burials,Shavit 2013,Late Bronze Age (undifferentiated),501,66.47000122,159,3.27526474,338.9624939,0,12.9547,36.668,45.5153
11960,1196,ASI83-51,Khirbet Dhanab el-Kalb [125],,204037,641996,35.04148849,31.87073079,0.8,200,Refugia,Judea,Hill Country of Benjamin,,Stratified,Unknown,No Burials,Finklestein and Hizmi 1993,Late Bronze Age (undifferentiated),470,66.03500366,233,3.580939293,203.1985931,0.983347,51.2318,2.67492,82.4608
11961,1371,ASI98-102,Nahal Lakhish,,185459,608344,34.84632989,31.56684331,0.7,175,Refugia,Judea,Shephelah,,Surface,Unknown,Shaft tomb,Dagan 1992,Late Bronze Age (undifferentiated),362,66.19999695,224,5.181396484,295.0169067,0,8.94415,39.2407,46.577
11962,1379,ASI98-153,Nahal Lakhish,,185739,607944,34.84929286,31.56324412,0.4,100,Refugia,Judea,Shephelah,,Stratified,Unknown,Tomb,Dagan 1992,Late Bronze Age (undifferentiated),359,66.11000061,229,7.013005733,101.5601273,0,3.06146,17.4312,42.9819
11963,1734,ASI125-48,Tel Sharuhen,,150691,576992,34.48229308,31.28255474,3,750,Zone of Uncertainty,Coastal Plain,Northern Negev,,Stratified,Unknown,No Burials,Gazit 1996,Late Bronze Age (undifferentiated),233,67.68499756,114,7.12481451,94.39870453,0,4.8587,4.25792,24.4436
11964,3788,BSL-243,Mashta Hammud,,206000,298000,36.32585523,34.62723835,,,Refugia,Lebanon Mountains,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),706,64.08499146,364,20.84542465,322.3057556,17.2567,11.0452,0.197361,12.1837
11965,3789,BSL-244,Masyaf ,,208000,346000,36.34243706,35.06023103,,,Refugia,Orontes Valley,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),957,62.97499847,487,3.066397905,57.52880859,23.1189,27.4484,0,0
11966,3790,BSL-245,Shaykh Hadr,,140000,101000,35.64236491,32.84286562,,,Refugia,Jordan Valley,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),364,69.30500031,-216,0,-1,0,0,0,0
11967,3791,BSL-246,"Qrayya, al-",,121000,179000,35.42354971,33.54298163,,,Refugia,Lebanon Mountains,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),806,66.66499329,229,12.84403992,196.0399475,12.6862,26.099,0.389032,1.314
11968,3792,BSL-247,Safinat Nuh,,226000,292000,36.54455478,34.57477107,,,Refugia,Orontes Valley,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),461,63.15499878,512,0.866651475,264.8055725,3.73862,5.01294,0,89.1131
11969,3793,BSL-248,Aleppo ,Yamhad,282000,471000,37.15123697,36.19106268,,,Refugia,Highlands,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),304,63.875,379,0.710529923,173.6598053,7.45879,30.2803,0,78.9512
11970,3794,BSL-249,Juya ,,112000,145000,35.33397275,33.23486148,,,Refugia,Lebanon Mountains,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),752,66.03500366,228,7.836790085,227.4195099,6.45036,41.768,0.380792,1.85056
11971,3795,BSL-250,"Sakka, Tall",,218000,166000,36.46934455,33.43794567,,,Poor for Agriculture,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),197,62.66000366,619,0.915019274,120.9637527,11.3253,16.6617,0,90.0592
11972,3796,BSL-251,Jindiris ,,240000,494000,36.68259914,36.39670007,,,Refugia,Highlands,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),590,65.76499939,241,2.901926517,141.5819397,4.90571,17.2125,0,84.4043
11973,3797,BSL-252,"Salahiya, Tall as-",,218000,175000,36.46849777,33.51910065,,,Poor for Agriculture,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),194,62.55500031,622,0.866651475,354.8055725,29.6261,21.4692,0,64.3819
11974,3798,BSL-253,"Kanaf, Khirbat Mazra'at",,144000,103000,35.6847276,32.86149853,,,Refugia,Anti-Lebanon Mountains,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),430,67.63999939,14,11.40711498,228.3018646,11.5879,14.8336,0,79.3987
11975,3799,BSL-254,"'Ashtara, Tall",Ashtarti,175000,960000,36.01685268,32.80255228,,,Refugia,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),370,64.41499329,475,1.142373443,164.0546112,12.287,13.6157,0,91.527
11976,3800,BSL-255,"Qal'at al-Hadi, Tall",,702000,555000,41.85958035,36.86697625,,,Refugia,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),450,67.58000183,381,0.784640193,143.1300964,2.82198,15.2107,0,93.8848
11977,3801,BSL-256,"Minnis, Tall",,245000,411000,36.74389182,35.64892041,,,Refugia,Upper Plateau,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),401,63.70999908,495,1.66410923,8.130102158,6.08744,31.2909,0,134.618
11978,3802,BSL-257,"Islim, Khirbat",,124000,143000,35.46310981,33.21892605,,,Refugia,Lebanon Mountains,Lebanon,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),834,63.72499847,533,8.296169281,208.0091705,10.9219,57.2454,0.140733,15.1214
11979,3803,BSL-258,"Akhtarina, Tall",,298000,506000,37.3290432,36.50661109,,,Refugia,Highlands,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),350,63.53000259,465,0.313872546,0,3.9716,11.4364,0,132.662
11980,3804,BSL-259,Salamiya ,,272000,340000,37.0444734,35.0098899,,,Zone of Uncertainty,Anti-Lebanon Mountains,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),286,63.94999695,454,0.443878382,225,0,10.4552,0,0
11981,3805,BSL-260,"Dibbin, Tall",Ijon,137000,156000,35.60012859,33.33824531,,,Refugia,Beqa Valley,Syria,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),840,63.15499878,595,8.085510254,250.8663635,8.22683,51.6519,0.116469,13.7441
11982,3806,BSL-261,"Ksara, Tall",,165000,209000,35.89266564,33.82014133,,,Refugia,Beqa Valley,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),722,61.02500153,889,1.615345955,119.0546036,17.0287,50.3309,0,59.4419
11983,3807,BSL-262,Faraji ,,254000,397000,36.84406857,35.5231584,,,Refugia,Upper Plateau,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),331,64.56500244,402,1.004789472,308.6598206,5.60696,33.8776,0,162.014
11984,3860,BSL-315,Sarafand ,,108000,170000,35.2855675,33.45951789,,,Refugia,,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),,,,,,No Data,No Data,No Data,No Data
11985,3883,BSL-338,Fayadhiya ,,134000,212000,35.55720246,33.84268383,,,Refugia,Lebanon Mountains,,,Unknown,Unknown,No Burials,Lehman 2002,Late Bronze Age (undifferentiated),923,66.90499878,280,0.807833493,150.9453888,5.82813,15.4151,1.46199,1.22206
11986,3957,IS-14,Khirbet el 'Urma,,18050,17265,35.32,32.15,1.5,375,Refugia,Samaria,Central Hill Country,,Surface,Unknown,No Burials,Finkelstein 1988; Campbell 1968:38-41; Kallai 1972:168,Late Bronze Age (undifferentiated),545,61.97000122,814,3.879658222,226.6365814,5.92492,49.2952,1.45358,131.385
11987,4053,BS-001,Tell Dibbin,,13620,15670,35.58730484,33.34907829,8.16,2040,Refugia,Beqa Valley,Beqa Valley,,Unknown,Unknown,No Burials,Marfoe 1978,Late Bronze Age (undifferentiated),840,63.37999725,638,11.80771255,111.5225983,8.78669,38.3426,0.085885,12.9291
11988,4084,BS-154,Anjar,,16850,19850,35.92909156,33.72651035,11,2750,Refugia,Beqa Valley,Beqa Valley,,Unknown,Unknown,No Burials,Marfoe 1978,Late Bronze Age (undifferentiated),637,61.19000244,929,3.222424984,341.5650635,17.2688,40.9654,0,51.4956
11989,4101,BS-188,Tell Ksara,,16500,20980,35.89184435,33.82839884,0.4,100,Refugia,Beqa Valley,Beqa Valley,,Unknown,Unknown,No Burials,Marfoe 1978,Late Bronze Age (undifferentiated),739,60.81499863,921,6.413272381,133.0250702,5.27659,49.8357,0.00566,60.791
11990,4119,BS-242,Tell Haouch en Nebi,,18150,22100,36.06752543,33.92933659,1.68,420,Refugia,Beqa Valley,Beqa Valley,,Unknown,Unknown,No Burials,Marfoe 1978,Late Bronze Age (undifferentiated),634,59.93000031,980,1.098430395,270,2.01551,18.2518,0.044142,51.6613
11991,4126,BS-274,Saaide I,,18200,23160,36.07299237,34.02491268,,,Refugia,Lebanon Mountains,Beqa Valley,,Unknown,Unknown,No Burials,Marfoe 1978,Late Bronze Age (undifferentiated),732,59.64500046,1023,0.597579837,23.19859123,5.60874,26.188,0,75.8366
11992,4132,BS-308,Tell Ard Tlaile,,18710,23810,36.12749076,34.08345362,0.96,240,Refugia,Beqa Valley,Beqa Valley,,Unknown,Unknown,No Burials,Marfoe 1978,Late Bronze Age (undifferentiated),687,60.15499878,985,0.554841757,225,2.15864,22.7828,0.036914,56.9772
11993,4212,WB17-20/87/1,Tell Jenin,,178300,207400,35.3,32.46,,,Refugia,Samaria,West Bank,,Surface,Unknown,No Burials,"Zertal and Mirkam 2000, Site 80",Late Bronze Age (undifferentiated),480,66.44000244,148,1.354331374,349.9920349,5.04019,66.0863,3.42645,203.632
11994,4918,WB8065/0,Zawata,,171550,183550,35.23,32.25,,,Refugia,Samaria,West Bank,,Unknown,Unknown,No Burials,Eisenstadt et al. 2004. ,Late Bronze Age (undifferentiated),577,64.17500305,452,8.352257729,194.0362396,7.79539,44.6211,3.28405,103.485
11995,5108,MJ-2662,Tall el Mazar,,,,35.60624938,32.2222,2.14783,536.9575,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),254,72.45500183,-243,1.66410923,278.1300964,4.79111,95.0328,0,240.589
11996,5155,MJ-2817,Khirbet Arkheem,,,,35.666216,32.526372,0.85046,212.615,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),415,65.98999786,298,1.999760509,101.3099289,11.2701,101.77,0,37.4389
11997,5190,MJ-3264,Hesban Region Survey Site 132,,,,35.859876,31.849368,,,Refugia,Jordanian Highlands,Hesban Region Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),333,61.86499786,890,5.88578701,250.6021881,0.948521,21.8725,0,45.4932
11998,5336,MJ-4663,Hammeh 03,,,,35.599416,32.468148,,,Refugia,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),307,70.09999847,-152,4.469829082,356.9872131,9.45655,66.2505,0,169.149
11999,5397,MJ-4993,Dweibie,,,,35.630656,31.150468,,,Zone of Uncertainty,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),211,64.98500061,556,18.78367043,7.869075775,0,19.7898,0,35.9603
12000,5403,MJ-5006,JADIS: 2107010,,,,35.63525,31.239748,,,Zone of Uncertainty,Jordanian Highlands,Archaeological Survey of the Kerak Plateau,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),222,65.53999329,463,8.650431633,336.6659546,0.036727,32.0543,0,84.1005
12001,5415,MJ-5090,Jazayir,,,,35.65128,31.841688,,,Poor for Agriculture,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),161,74.10499573,-215,1.265067816,277.1250305,2.27769,34.3139,0,82.6326
12002,5441,MJ-5233,Gbub South,,,,35.72395,32.482128,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),450,64.14500427,595,10.88469028,198.6930389,9.07789,85.8863,0,30.5472
12003,5442,MJ-5234,Birqish,,,,35.72902,32.439728,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),492,62.20999908,865,6.15289402,207.2161102,8.14507,69.8205,0,33.6894
12004,5449,MJ-5275,Gbub North,,,,35.7197,32.483048,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),450,64.14500427,577,10.74137497,192.9326019,9.07789,85.8863,0,30.5472
12005,5450,MJ-5285,JADIS: 2121021,,,,35.679504,32.528288,,,Refugia,Jordanian Highlands,Wadi Ziglab Archaeological Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),412,65.85499573,297,5.102019787,212.4711914,10.5996,95.1483,0,38.9478
12006,5451,MJ-5287,JADIS: 2121025,,,,35.65712,32.522952,,,Refugia,Jordanian Highlands,Wadi Ziglab Archaeological Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),377,66.86000061,254,19.42984772,183.7844849,11.3559,91.2706,0,37.1574
12007,5484,MJ-5545,JADIS: 2205024,,,,35.807874,31.09051,3.22649,806.6225,Refugia,Jordanian Highlands,Archaeological Survey of the Kerak Plateau,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),365,61.92499542,1049,0.784640193,323.1300964,0.022482,14.5563,0,75.5829
12008,5488,MJ-5552,Mahri,,,,35.83143167,31.07379333,17.51985,4379.9625,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),367,62.15000153,1057,10.32347679,223.1720276,0.023889,14.2839,0,75.0821
12009,5493,MJ-5563,Abu er-Ruz,,,,35.734856,31.218638,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),349,61.6400032,1014,1.541297913,104.7435608,0.045015,33.5959,0,169.44
12010,5840,MJ-7506,Rihab,,,,36.095224,32.32378867,11.62208,2905.52,Zone of Uncertainty,Jordanian Highlands,,,Fortified,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),296,61.66999817,899,5.839179993,69.62356567,1.27531,10.7362,0,40.2284
12011,5982,MJ-9262,JADIS: 2006002,,,,35.627656,31.183848,,,Refugia,Jordanian Highlands,Archaeological Survey of the Kerak Plateau,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),326,63.26000214,817,8.127660751,204.3530121,0,13.6823,0,35.7571
12012,6012,MJ-9493,Akhsas,,,,35.59507,32.193122,,,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),246,73.2049942,-264,1.509030938,152.1027222,4.03956,80.9132,0,253.721
12013,6027,MJ-9539,Feshush,,,,35.57088583,32.27678833,0.74101,185.2525,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),259,72.69499207,-310,4.637433529,281.6893616,9.74185,81.3054,0,227.145
12014,6056,MJ-9615,JADIS: 2020054,,,,35.6026,32.465428,,,Refugia,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),331,69.00499725,-100,12.21837997,288.4349365,8.54149,64.3669,0,181.702
12015,6064,MJ-9676,JADIS: 2021008,,,,35.629474,32.529368,,,Refugia,Jordan Valley,Wadi Ziglab Archaeological Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),362,68.02999878,6,12.03142166,223.4377747,15.4818,132.329,0,45.7533
12016,6108,MJ-10076,Dhubab,,,,35.63415538,31.03536692,1.46096,365.24,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),369,60.72500229,1239,7.168693066,234.7524261,0.031799,21.92,0,113.73
12017,6148,MJ-10158,Samra,,,,35.652906,31.198198,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),324,62.89999771,867,2.985303164,60.06848907,0.083768,80.2506,0,176.32
12018,6164,MJ-10215,Tadun,,,,35.72702,31.321478,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),331,62.31499481,917,1.962524056,267.7093811,0,54.4494,0,117.87
12019,6203,MJ-10469,JADIS: 2120006,,,,35.71537,32.471348,,,Refugia,Jordanian Highlands,Wadi Ziglab Archaeological Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),469,63.69499969,611,15.38687134,335.603241,8.99443,90.4222,0,29.0665
12020,6211,MJ-10545,JADIS: 2121009,,,,35.702914,32.528198,,,Refugia,Jordanian Highlands,Wadi Ziglab Archaeological Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),409,65.66000366,332,4.556426048,289.0577087,11.0672,95.9161,0,35.9157
12021,6212,MJ-10552,JADIS: 2121024,,,,35.65926,32.524758,,,Refugia,Jordanian Highlands,Wadi Ziglab Archaeological Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),386,66.51499939,289,1.240508795,304.6951599,11.4764,110.456,0,37.124
12022,6250,MJ-10957,Umm Hamat,,,,35.76458375,31.038885,0.01255,3.1375,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),357,61.26499939,1126,3.471485138,151.6992493,0.009443,21.9435,0,59.0032
12023,6252,MJ-10959,Shqeirah,,,,35.7859,30.980308,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),344,62.25499725,1104,2.442420244,264.4724731,0.009013,22.9385,0,46.0657
12024,6257,MJ-10980,Nasir,,,,35.80015,31.095848,0.73831,184.5775,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),367,62,1033,8.192285538,205.3461761,0.023638,15.4986,0,76.1536
12025,6283,MJ-11090,Qasr,,,,35.74799,31.315088,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),330,62.33000183,923,2.232134819,71.56504822,0.347138,26.0081,0,63.4223
12026,6340,MJ-11320,Safut,,,,35.829416,32.034388,,,Refugia,Jordanian Highlands,,,Stratified,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),366,62.10499573,900,14.74360371,6.274334431,4.18204,35.6297,0,58.4684
12027,6345,MJ-11327,Henu,,,,35.83351667,32.08446111,1.61637,404.0925,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),315,63.97999573,622,1.115112185,230.7105865,5.31099,48.9043,0,89.2361
12028,6356,MJ-11359,Shubeil,,,,35.84076,32.143448,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),338,63.84499741,750,0.915019274,239.0362396,9.88961,90.7072,0,61.8749
12029,6379,MJ-11511,JADIS: 2222004,,,,35.7427,32.640638,,,Refugia,Jordanian Highlands,Wadi Arab Survey,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),424,65.73500061,330,9.174131393,309.4945374,6.97311,57.0182,0,93.8858
12030,6296,MJ-11150,Iskander,,,,35.77147,31.555788,,,Zone of Uncertainty,Jordanian Highlands,,,Fortified,Unknown,Cist tomb,megajordan.org,Late Bronze Age (undifferentiated),251,65.53999329,449,4.781260014,2.815556765,0.833692,45.6145,0,178.36
12031,5152,MJ-2804,Tall Mughayir,,,,35.93378545,32.60801818,0.17616,44.04,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),385,64.4750061,511,11.83132839,297.2351379,7.93362,28.5942,0,93.8847
12032,3479,QV-81-8,"Akhtareine, Tell",,351198.253,4042271.326,37.33820102,36.51423523,,,Refugia,Highlands,Qoueiq Valley,,Stratified,Unknown,No Burials,Matthers 1981,Late Bronze Age (undifferentiated),349,63.56000137,469,0.998645186,135,4.30975,15.3255,0,158.382
12033,6263,MJ-10994,Adir,,,,35.761026,31.206798,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),342,62.18000031,947,2.700339317,115.8209915,0.044552,46.5073,0,139.628
12034,5144,MJ-2777,Ain al Tapaqa,,,,35.63144111,32.64596778,0.84895,212.2375,Refugia,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),383,68.15000153,16,11.00468636,258.2152405,9.23409,92.7117,0,162.421
12035,5514,MJ-5651,Umm el-Qleib,,,,35.77066,31.418708,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),319,63.79999542,860,3.879658222,316.6365662,0.069128,30.4691,0,66.541
12036,6151,MJ-10163,Ainun,,,,35.68242786,31.15152429,9.33597,2333.9925,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),358,61.13000107,1054,1.557180166,40.91438293,0.121943,67.6354,0,137.156
12037,5513,MJ-5632,Khari',,,,35.80373,31.323858,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),307,63.22999954,838,3.688773155,192.2647705,0.068032,30.7931,0,67.2572
12038,5503,MJ-5605,Muharakat North,,,,35.75182,31.250128,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),337,62.13500214,972,2.985303164,283.6712952,0.06047,46.356,0,125.541
12039,5478,MJ-5523,Dhat Ras,,,,35.76299,31.003858,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),353,61.44499588,1160,2.243119478,233.5307617,0.01295,17.5309,0,56.0444
12040,6155,MJ-10180,Kharziyyah,,,,35.71431,31.303498,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),327,62.69000244,856,18.45539856,20.66612434,0.241831,29.1949,0,143.151
12041,6161,MJ-10212,Amra`,,,,35.6862,31.351398,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),339,62.44999695,940,2.528903246,82.87498474,0,104.404,0,90.2714
12042,996,ASI67-82,Horbat Artal,,253000,707625,35.56121906,32.46216251,0.2,50,Zone of Uncertainty,Jordan Valley,Bet She'an Valley,,Surface,Unknown,No Burials,Kohn-Tavor 2012,Late Bronze Age (undifferentiated),299,70.13000488,-259,6.254512787,88.56790161,60.6876,18.666,11.4551,97.7341
12043,977,ASI66-55,Horbat Menorah,,249450,703440,35.52332773,32.42452636,0.5,125,Refugia,Jordan Valley,Bet She'an Valley,,Stratified,Unknown,No Burials,Kohn-Tavor 2012,Late Bronze Age (undifferentiated),315,70.53500366,-204,1.689782262,68.19859314,41.2357,12.0799,6.43067,57.878
12044,6025,MJ-9536,Kharabeh,,,,35.59045,32.233988,,,Zone of Uncertainty,Jordan Valley,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),259,72.63499451,-259,0.665800929,315,5.54483,94.2251,0,246.61
12045,5932,MJ-8748,Khanazir,,,,35.437056,30.877658,,,Poor for Agriculture,Jordan Valley,,,Surface,Unknown,Cist Tomb,megajordan.org,Late Bronze Age (undifferentiated),55,76.65499878,-197,13.00022316,277.8417053,0.013544,12.1988,0,17.0171
12046,5551,MJ-5790,Khabyeh,,,,35.78011,32.105858,,,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),348,63.60499573,668,8.814476013,17.47477341,3.0588,16.9719,0,47.9816
12047,4606,WB17-14/28/1,Beitin,,172750,148150,35.24,31.93,,,Refugia,Judea,West Bank,,Fortified,Unknown,Shaft Tomb,"Finkelstein 1993, Site 82; Finkelstein et al. 1997: 518",Late Bronze Age (undifferentiated),504,61.14500046,874,2.628911257,197.3540192,0.840464,46.1946,0.760829,106.053
12048,659,ASI40-15,el-Khashish,,263100,748100,35.67053244,32.82677032,,,Refugia,Jordan Valley,Golan,,Stratified,Unknown,No Burials,Hartal and Yigal 2012,Late Bronze Age (undifferentiated),380,68.51000214,-94,12.37510872,323.6307983,8.59634,9.04353,0,64.9184
12049,680,ASI40-51,Nab'a et-Tu'eine Enclosure,,264700,746600,35.68754598,32.81318063,,,Refugia,Jordan Valley,Golan,,Stratified,Pastoral,Dolmen,Hartal and Yigal 2012,Late Bronze Age (undifferentiated),456,66.26000214,202,7.658416271,303.3663635,11.5343,14.6973,0,69.6485
12050,4581,WB18-16/51/1,Khirbet  er-Rahaya,,185150,161500,35.37,32.05,,,Refugia,Samaria,West Bank,,Surface,Unknown,No Burials,Finkelstein et al. 1997: 791-793,Late Bronze Age (undifferentiated),422,64.38499451,554,9.056595802,162.4991455,5.52023,56.6147,1.27394,131.034
12051,4592,WB18-15/14/1,'Ein Samiya,,181700,154700,35.33,31.99,,,Refugia,Judea,West Bank,,Surface,Unknown,Shaft Tomb,Finkelstein et al. 1997: 731,Late Bronze Age (undifferentiated),391,64.66999817,448,14.0358572,85.60129547,1.19501,58.6222,2.3118,110.009
12052,4650,WB16-13/79/1,Gibeon,,167600,139400,35.18,31.85,,,Refugia,Judea,West Bank,,Surface,Unknown,Cemetery,"Feldstein et al. 1993, Site 315; Fischer et al. 1996, Site 56",Late Bronze Age (undifferentiated),456,61.95499802,769,8.478787422,290.4328308,1.38849,78.9436,0.935669,221.252
12053,5125,MJ-2724, Rujm el Beidar,,,,35.93236933,31.999756,0.52976,132.44,Refugia,Jordanian Highlands,,,Surface,Unknown,No Burials,megajordan.org,Late Bronze Age (undifferentiated),332,61.35500336,911,1.44232893,202.3801422,0,22.0207,0,40.1898
